disposition,num_stars,num_planets,discover_method,disc_facility,orbital_period,planet_radius,st_spectype,stellar_temp,stellar_radius,stellar_mass,stellar_surface_gravity,right_ascension,declination,system_distance,sy_vmag,sy_kmag,sy_gaiamag
CONFIRMED,1,1,Transit,K2,41.688644,2.35545351,0,5703.0,0.956122,0.963861,4.38,53.6511231,20.5990205,179.461,10.849,9.368,10.8644
CONFIRMED,1,1,Transit,K2,41.6855,2.23,1,5766.0,0.928,0.961,4.5,53.6511231,20.5990205,179.461,10.849,9.368,10.8644
CONFIRMED,1,1,Transit,K2,41.6855,2.57807,0,5766.0,1.08,1.67,4.5,53.6511231,20.5990205,179.461,10.849,9.368,10.8644
CANDIDATE,1,0,Transit,K2,2.30183,1.12,0,4616.52,0.762602,0.73,4.53679,183.8462454,-6.2683289,97.1795,11.727,9.22,11.3995
CANDIDATE,1,0,Transit,K2,2.302368,1.31258765,0,4720.0,0.710995,,4.5,183.8462454,-6.2683289,97.1795,11.727,9.22,11.3995
CANDIDATE,1,0,Transit,K2,1.1947488,4.19,0,3919.0,0.57,,,175.9385954,-5.8733592,290.062,19.21,14.23,17.8892
CANDIDATE,1,0,Transit,K2,6.178369,9.91257877,0,5015.0,0.789478,,4.67,181.3718091,-5.8482738,117.704,11.733,9.43,11.4806
CANDIDATE,1,0,Transit,K2,6.17887,8.84,0,4719.28,0.849432,0.756,4.45833,181.3718091,-5.8482738,117.704,11.733,9.43,11.4806
CANDIDATE,1,0,Transit,K2,1.17589,0.86,0,,0.309,,,173.902664,-5.364612,166.5844,16.64,11.397,
CANDIDATE,1,0,Transit,K2,10.6966,1.45,0,,0.588,,,173.0432884,-5.2471672,212.291,14.346,11.43,13.9562
CANDIDATE,1,0,Transit,K2,1.5374115,45.0,0,,1.599,,,174.9978388,-5.0404536,666.23,12.382,10.797,12.0464
CANDIDATE,1,0,Transit,K2,2.71189,4.34,0,6402.0,3.16745,1.28,3.54386,181.5936878,-4.9467043,1032.42,11.461,10.777,11.8357
CANDIDATE,1,2,Transit,K2,18.10549,2.09985108,0,6213.0,1.224685,,4.32,181.1211419,-4.8991358,266.864,10.971,9.591,10.7424
CONFIRMED,1,1,Transit,K2,6.7987,1.047,0,3648.0,0.282,0.287,4.999,170.1408561,-4.8070039,,17.6984,12.619,16.4386
CANDIDATE,1,0,Transit,K2,79.9999,10.2,0,4542.0,0.508,,4.747,169.1498727,-4.6564416,333.46,14.258,11.604,13.9651
CANDIDATE,1,0,Transit,K2,,30.0,0,,0.707,,,169.1498727,-4.6564416,333.46,14.258,11.604,13.9651
CANDIDATE,1,0,Transit,K2,17.77297,26.44,0,5847.0,1.25428,1.06,4.26659,184.1697015,-4.5603949,601.265,13.327,11.65,13.0873
CANDIDATE,1,0,Transit,K2,0.99656225,32.8,0,3727.0,0.5,,,172.7104166,-4.5075924,335.632,16.226,12.335,15.4518
CANDIDATE,1,0,Transit,K2,14.912381,3.55,0,4224.0,0.65,,,177.0948891,-4.1644059,360.103,15.537,12.424,15.0437
CANDIDATE,1,0,Transit,K2,14.9139,3.24,0,,0.647,,,177.0948891,-4.1644059,360.103,15.537,12.424,15.0437
CANDIDATE,1,0,Transit,K2,0.57303573,3.35,0,3570.0,0.43,,,174.1207146,-3.4828286,1138.64,18.78,15.155,18.0887
CONFIRMED,1,1,Transit,K2,28.1656,1.87,0,,,0.41,,179.7058532,-3.3894613,159.259,16.014,11.933,15.2612
CONFIRMED,1,1,Transit,K2,28.1696,2.2,0,,0.374,,,179.7058532,-3.3894613,159.259,16.014,11.933,15.2612
CANDIDATE,1,1,Transit,K2,7.90417,2.06,0,,0.374,,,179.7058532,-3.3894613,159.259,16.014,11.933,15.2612
CANDIDATE,1,1,Transit,K2,7.9069606,3.02,0,3772.0,0.52,,,179.7058532,-3.3894613,159.259,16.014,11.933,15.2612
CANDIDATE,1,0,Transit,K2,1.0829614,1.56,0,3875.0,0.56,,,173.2627978,-3.3887192,299.406,15.657,12.282,15.1848
CANDIDATE,1,0,Transit,K2,0.905655,1.57,0,,0.576,,,173.0528796,-3.370321,190.075,15.731,11.735,14.9247
CANDIDATE,1,0,Transit,K2,0.90552205,1.52,0,3710.0,0.5,,,173.0528796,-3.370321,190.075,15.731,11.735,14.9247
CANDIDATE,1,0,Transit,K2,2.7541129,4.87,0,3834.0,0.55,,,177.9464521,-3.2460183,793.131,17.3749,13.748,16.7664
CANDIDATE,1,0,Transit,K2,2.75421,8.4,0,,0.89,,,177.9464521,-3.2460183,793.131,17.3749,13.748,16.7664
CANDIDATE,1,0,Transit,K2,2.75391,3.78,0,3918.0,0.436,,4.846,177.9464521,-3.2460183,793.131,17.3749,13.748,16.7664
FALSE POSITIVE,1,0,Transit,K2,50.285869,3.47,0,4859.0,0.74,,,178.1611264,-3.0949095,829.248,11.668,9.368,11.5044
FALSE POSITIVE,1,0,Transit,K2,50.27762,209.52,0,5141.0,10.96,,,178.1611264,-3.0949095,829.248,11.668,9.368,11.5044
CANDIDATE,1,0,Transit,K2,10.50439,1.75,0,,0.878,,,178.6905819,-3.0828192,84.947,9.996,8.166,9.78271
CANDIDATE,1,0,Transit,K2,1.684208,5.51,0,,0.431,,,170.382257,-3.0610326,325.636,16.809,12.941,16.2552
CANDIDATE,1,0,Transit,K2,0.2122013,0.519,0,,0.188,,,169.5971097,-2.9913978,71.8937,14.898,10.357,13.8198
CANDIDATE,1,0,Transit,K2,0.21219899,1.05,0,3468.0,0.37,,,169.5971097,-2.9913978,71.8937,14.898,10.357,13.8198
CANDIDATE,1,0,Transit,K2,0.212194,0.77,0,3299.0,0.26,,5.106,169.5971097,-2.9913978,71.8937,14.898,10.357,13.8198
CANDIDATE,1,0,Transit,K2,1.5778643,7.55,0,4811.0,0.73,,,170.1325248,-2.9026339,290.883,12.605,10.401,12.2983
CANDIDATE,1,0,Transit,K2,1.57771549,,0,5163.0,1.15585,0.87,4.25178,170.1325248,-2.9026339,290.883,12.605,10.401,12.2983
CANDIDATE,1,0,Transit,K2,1.57771549,,0,7333.0,2.56752,1.66,3.83915,170.133417,-2.8982132,307.784,9.12,8.438,9.0828
CANDIDATE,1,0,Transit,K2,13.0113,2.43,0,5347.0,0.880221,0.92,4.51267,183.3092954,-2.844186,501.257,14.003,12.194,13.8764
CANDIDATE,1,0,Transit,K2,40.70206194,,0,3759.0,0.572892,0.565387,4.67427,178.420349,-2.5717754,118.959,14.418,10.591,13.6506
CANDIDATE,1,0,Transit,K2,21.204739,9.11013939,0,5154.0,1.761722,,3.91,182.2046312,-2.4646145,573.991,11.965,9.8,11.7673
FALSE POSITIVE,1,0,Transit,K2,2.519334,3.91,0,6283.0,1.45,,4.17,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
FALSE POSITIVE,1,0,Transit,K2,2.5194039,7.65729,0,6380.0,1.76,,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
FALSE POSITIVE,1,0,Transit,K2,2.519386,19.6,0,,2.03,,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
FALSE POSITIVE,1,0,Transit,K2,2.51881781,,0,6380.0,1.76277,,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
FALSE POSITIVE,1,0,Transit,K2,2.5194078,7.99,0,7119.0,1.72,,,171.2359519,-2.0851597,476.884,12.293,10.89,12.1049
CANDIDATE,1,0,Transit,K2,13.383629,2.87289326,0,5216.0,0.815235,,4.7,184.0351247,-1.6737612,194.195,13.002,10.708,12.6813
CANDIDATE,1,0,Transit,K2,13.38382,2.7,0,5113.71,0.65973,0.86,4.73383,184.0351247,-1.6737612,194.195,13.002,10.708,12.6813
CANDIDATE,1,0,Transit,K2,11.8951,,0,5040.0,0.68,,,185.1812113,-1.5883337,449.79,12.788,11.271,12.627
CANDIDATE,1,0,Transit,K2,40.1401,20.8,0,,0.716,,,173.1750869,-1.5587834,342.596,16.153,12.567,15.5853
CANDIDATE,1,0,Transit,K2,7.4433,2.73,0,,0.724,,,168.7367646,-1.4622181,328.871,15.374,12.165,14.943
CANDIDATE,1,0,Transit,K2,2.638,2.91,0,4264.47,,,,184.5853275,-1.0989451,,14.872,11.39,14.4164
CANDIDATE,1,0,Transit,K2,27.47083,3.36,0,4947.03,0.749863,0.81,4.59659,183.188479,-1.0748315,273.773,13.687,11.282,13.3313
CANDIDATE,1,0,Transit,K2,2.8268121,40.1,0,5736.0,0.98,,,174.0440867,-0.8407078,649.666,12.137,10.399,11.8038
CONFIRMED,1,1,Transit,K2,0.72091,1.5,0,5633.0,0.94,,4.4,184.6021322,-0.5512886,706.391,14.321,12.581,14.147
CANDIDATE,1,0,Transit,K2,4.44044,1.32,0,,1.053,,,173.6002346,-0.3345702,243.084,11.838,10.484,11.9904
CANDIDATE,1,0,Transit,K2,4.4416421,1.17,0,5547.0,0.9,,,173.6002346,-0.3345702,243.084,11.838,10.484,11.9904
CANDIDATE,1,0,Transit,K2,4.441258,1.12422498,0,5450.0,0.833852,,4.54,173.6002346,-0.3345702,243.084,11.838,10.484,11.9904
CANDIDATE,1,0,Transit,K2,11.20381,2.18,0,,1.1,,,170.6512345,-0.2798534,325.849,12.238,10.496,11.8803
CANDIDATE,1,0,Transit,K2,8.006875,2.384,1,5403.0,0.846,0.904,4.538,185.6973984,-0.1218824,511.581,14.285,12.283,13.9771
CANDIDATE,1,0,Transit,K2,3.3643115,85.6,0,6240.0,1.32,,,168.187478,0.3478732,147.352,8.45,7.211,8.32033
CONFIRMED,1,1,Transit,K2,2.13174,0.692,0,,,0.78,,168.9366786,0.4880606,253.026,13.948,11.438,13.7368
CANDIDATE,1,1,Transit,K2,13.837814,1.96,0,4535.0,0.7,,,168.9366786,0.4880606,253.026,13.948,11.438,13.7368
CANDIDATE,1,1,Transit,K2,13.8394,1.29,0,,0.554,,,168.9366786,0.4880606,253.026,13.948,11.438,13.7368
CANDIDATE,1,1,Transit,K2,7.79983,1.37,0,,0.554,,,168.9366786,0.4880606,253.026,13.948,11.438,13.7368
CANDIDATE,1,1,Transit,K2,7.7991586,1.57,0,4535.0,0.7,,,168.9366786,0.4880606,253.026,13.948,11.438,13.7368
CANDIDATE,1,1,Transit,K2,3.883,1.06,0,,0.554,,,168.9366786,0.4880606,253.026,13.948,11.438,13.7368
CANDIDATE,1,0,Transit,K2,2.3330982,5.48,0,3726.0,0.5,,,173.5625041,0.7138555,166.356,18.96,13.362,17.4548
CANDIDATE,1,0,Transit,K2,2.33293,3.2,0,3508.0,0.224,,5.062,173.5625041,0.7138555,166.356,18.96,13.362,17.4548
CANDIDATE,1,0,Transit,K2,2.333123,2.95,0,,0.224,,,173.5625041,0.7138555,166.356,18.96,13.362,17.4548
CANDIDATE,1,0,Transit,K2,20.2073,2.12,0,,0.7624,,,171.2596557,0.7613692,345.0,14.148,11.718,13.8304
CANDIDATE,1,0,Transit,K2,36.7099,,0,5069.12,5.33871,,,174.3144865,0.782986,792.41,11.496,9.270001,11.2468
CANDIDATE,1,0,Transit,K2,36.762337,3.44,0,4932.0,0.75,,,174.3144865,0.782986,792.41,11.496,9.270001,11.2468
CANDIDATE,1,0,Transit,K2,19.565799,6.412,1,4486.0,0.854,1.193,4.652,163.715838,0.848677,,,15.223,
CANDIDATE,1,0,Transit,K2,6.39916,1.48,0,,0.7006,,,172.804304,0.9586366,333.838,13.978,11.711,13.4754
CANDIDATE,1,0,Transit,K2,6.3991398,1.85,0,5210.0,0.8,,,172.804304,0.9586366,333.838,13.978,11.711,13.4754
CANDIDATE,1,0,Transit,K2,2.72273204,,0,8002.0,2.85976,1.93,3.81097,171.6509741,1.055162,262.833,8.162,7.488,8.18417
CANDIDATE,1,0,Transit,K2,15.695142,2.028,1,4270.0,0.625,0.743,4.719,163.0590829,1.1547858,197.438,14.263,11.226,13.7783
CANDIDATE,1,0,Transit,K2,2.48038,1.44,0,,1.27,,,172.8169888,1.1908377,415.742,12.158,10.708,11.9456
CANDIDATE,1,0,Transit,K2,1.9668579,1.51,0,5063.0,0.77,,,169.1468835,1.2284084,410.984,14.384,11.951,13.8303
CANDIDATE,1,0,Transit,K2,1.96712,1.73,0,,0.826,,,169.1468835,1.2284084,410.984,14.384,11.951,13.8303
FALSE POSITIVE,1,0,Transit,K2,,,0,4419.0,0.52,,,176.0758509,1.3759629,527.641,15.484,12.431,15.0199
CANDIDATE,1,0,Transit,K2,12.726743,1.91,0,4767.0,0.73,,,177.9249905,1.3796544,393.612,14.882,12.201,14.3001
CANDIDATE,1,0,Transit,K2,13.2359,2.09,0,,0.924,,,177.2334424,1.4654037,690.858,14.377,12.658,14.0478
CANDIDATE,1,0,Transit,K2,0.18746328,217.0,0,46696.0,17.27,,,177.1399358,1.483155,141.166,17.1899,,17.1671
CANDIDATE,1,0,Transit,K2,8.6382631,8.53,0,3720.0,0.5,,,176.9920988,1.5102769,1338.23,17.4584,14.084,16.8969
CANDIDATE,1,0,Transit,K2,8.63829,6.81,0,3960.0,0.438,,4.844,176.9920988,1.5102769,1338.23,17.4584,14.084,16.8969
CANDIDATE,1,0,Transit,K2,8.6381,15.99,0,3987.0,0.5,,,176.9920988,1.5102769,1338.23,17.4584,14.084,16.8969
CANDIDATE,1,0,Transit,K2,8.63795,15.1,0,,0.438,,,176.9920988,1.5102769,1338.23,17.4584,14.084,16.8969
FALSE POSITIVE,1,0,Transit,K2,5.7968861,24.2,0,4721.0,0.72,,,167.1711994,1.5774487,233.55,12.329,9.883,11.7062
FALSE POSITIVE,1,0,Transit,K2,5.79687,27.81,0,5192.0,0.79,,,167.1711994,1.5774487,233.55,12.329,9.883,11.7062
CANDIDATE,1,0,Transit,K2,0.4775252,20.1,0,,0.522,,,174.6740618,1.690222,,15.528,12.139,14.9507
CANDIDATE,1,0,Transit,K2,22.197992,5.34,0,3508.0,0.4,,,177.7087476,1.6919004,199.162,18.1,12.995,16.6412
CANDIDATE,1,0,Transit,K2,44.394,4.07,0,,0.318,,,177.7087476,1.6919004,199.162,18.1,12.995,16.6412
CANDIDATE,1,0,Transit,K2,3.29163,1.17,0,,0.567,,,170.9344032,1.8638671,219.562,13.733,11.122,13.3201
CANDIDATE,1,0,Transit,K2,3.2908998,1.57,0,4671.0,0.72,,,170.9344032,1.8638671,219.562,13.733,11.122,13.3201
CONFIRMED,1,2,Transit,K2,0.877214,1.3,0,5820.0,0.93,,4.6,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
CONFIRMED,1,2,Transit,K2,0.87724,1.565,0,5679.0,0.98,0.958,4.435,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
CONFIRMED,1,2,Transit,K2,0.87703,1.2,0,5711.17,0.990833,1.018,4.45381,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
CONFIRMED,1,2,Transit,K2,0.877183,1.40575209,0,5705.0,0.932487,,4.48,183.7203635,1.9681688,232.1,11.746,10.218,11.6477
CANDIDATE,1,0,Transit,K2,2.8964139,2.45,0,3547.0,0.42,,,170.6789065,1.993208,113.012,15.346,10.763,14.2008
CANDIDATE,1,0,Transit,K2,2.89607106,,0,3565.0,0.524138,0.521398,4.71635,170.6789065,1.993208,113.012,15.346,10.763,14.2008
CANDIDATE,1,0,Transit,K2,2.896528,1.45,0,,0.242,,,170.6789065,1.993208,113.012,15.346,10.763,14.2008
CANDIDATE,1,0,Transit,K2,0.44433632,1.01,0,5208.0,0.8,,,170.3118083,2.1443791,254.555,12.183,10.191,11.9479
CANDIDATE,1,0,Transit,K2,0.444372,1.22,0,5540.0,0.82,,4.81,170.3118083,2.1443791,254.555,12.183,10.191,11.9479
CONFIRMED,1,2,Transit,K2,3.80464,1.22,0,,,1.073,,185.1880932,2.2823788,476.882,12.081,10.637,11.9456
CANDIDATE,1,0,Transit,K2,7.28161,1.78,0,3742.0,0.49,,,179.4915118,2.321497,126.182,14.796,10.9,14.0514
CANDIDATE,1,0,Transit,K2,7.28116,1.79,0,3726.0,0.541438,0.537488,4.70134,179.4915118,2.321497,126.182,14.796,10.9,14.0514
CANDIDATE,1,0,Transit,K2,7.28076,2.6,0,,0.399,,,179.4915118,2.321497,126.182,14.796,10.9,14.0514
CANDIDATE,1,0,Transit,K2,7.28138,17.0,0,3784.0,0.399,,4.883,179.4915118,2.321497,126.182,14.796,10.9,14.0514
CANDIDATE,1,0,Transit,K2,7.28131,1.9,0,3748.0,0.51,,,179.4915118,2.321497,126.182,14.796,10.9,14.0514
CANDIDATE,1,0,Transit,K2,4.58328,2.21,0,,0.545,,,167.4476762,2.3473081,203.223,15.375,11.587,14.635
CANDIDATE,1,0,Transit,K2,1.65336,1.51,0,,0.545,,,167.4476762,2.3473081,203.223,15.375,11.587,14.635
CANDIDATE,1,0,Transit,K2,5.28081,10.9,0,6227.0,3.01,,3.676,169.4469645,2.4560803,649.935,11.083,10.23,11.4346
CANDIDATE,1,0,Transit,K2,5.28130579,,0,6161.41,2.66957,1.17,3.65337,169.4469645,2.4560803,649.935,11.083,10.23,11.4346
CANDIDATE,1,0,Transit,K2,440.0,16.3,0,4600.0,0.85,,,173.6964045,2.5270664,1217.96,12.986,10.734,12.771
CANDIDATE,1,0,Transit,K2,30.0,22.8,0,3400.0,0.89,,,170.1327528,2.58692,229.954,15.84,12.111,15.0949
CANDIDATE,1,0,Transit,K2,,24.9,0,,0.6009,,,170.1327528,2.58692,229.954,15.84,12.111,15.0949
CANDIDATE,1,0,Transit,K2,7.655533,2.328,1,5114.0,0.751,1.004,4.687,166.0603718,2.6557881,495.707,14.699,12.55,14.4478
FALSE POSITIVE,1,0,Transit,K2,27.770388,25.1,0,4598.0,0.71,,,177.2343917,2.8075643,252.383,13.595,10.941,13.2049
FALSE POSITIVE,1,0,Transit,K2,27.77045,32.79,0,5086.0,8.15,,,177.2343917,2.8075643,252.383,13.595,10.941,13.2049
CANDIDATE,1,0,Transit,K2,0.259669,0.77,0,4340.0,0.69,,4.25,172.0443891,2.8267296,,12.92,9.309,
CANDIDATE,1,0,Transit,K2,0.25967056,0.742,0,3982.0,0.59,,,172.0443891,2.8267296,,12.92,9.309,
CANDIDATE,1,0,Transit,K2,5.54583,0.441,0,,0.34,,,172.0443891,2.8267296,,12.92,9.309,
CANDIDATE,1,0,Transit,K2,18.4502,2.52,0,,0.717,,,171.517647,2.8867875,340.433,15.23,12.04,14.6214
CANDIDATE,1,1,Transit,K2,35.621,1.89,0,5440.0,0.898,0.954,4.512,166.8010058,3.0399357,209.071,12.213,10.223,11.9397
CANDIDATE,1,0,Transit,K2,4.1333,1.2,0,,0.312,,,177.1019945,3.0853526,114.675,16.248,11.912,15.3174
CANDIDATE,1,0,Transit,K2,1.9611469,5.93,0,4166.0,0.64,,,169.21486,3.3638919,592.204,15.355,12.347,14.9824
CANDIDATE,1,0,Transit,K2,1.961336911,15.86577929,0,4427.0,1.06738,,4.22028,169.21486,3.3638919,592.204,15.355,12.347,14.9824
CANDIDATE,1,0,Transit,K2,40.7302,7.8,0,5840.0,0.98,,4.44,175.2407614,3.6815406,835.716,14.647,12.766,14.391
CANDIDATE,1,0,Transit,K2,40.7362,7.28,0,5618.0,0.85,,,175.2407614,3.6815406,835.716,14.647,12.766,14.391
CANDIDATE,1,0,Transit,K2,18.10220826,,0,6141.1,2.04778,1.164,3.88145,172.3857482,3.7319788,235.679,9.9,8.491,9.76589
CANDIDATE,1,0,Transit,K2,0.60408352,2.26,0,4331.0,0.67,,,178.4363057,3.9322038,370.696,16.736,12.967,15.9321
CANDIDATE,1,0,Transit,K2,3.52743,1.11,0,3624.0,0.257,,5.014,173.8276491,3.9340165,124.872,16.63,12.153,15.6549
CANDIDATE,1,0,Transit,K2,3.52725,1.21,0,,0.257,,,173.8276491,3.9340165,124.872,16.63,12.153,15.6549
CANDIDATE,1,0,Transit,K2,3.52674,1.32,0,3413.0,0.350987,0.335348,4.87298,173.8276491,3.9340165,124.872,16.63,12.153,15.6549
CANDIDATE,1,0,Transit,K2,3.5269024,2.98,0,4332.0,0.67,,,173.8276491,3.9340165,124.872,16.63,12.153,15.6549
CANDIDATE,1,0,Transit,K2,6340.0,12.8,0,4800.0,0.88,,,179.1664861,3.9864368,2864.21,14.864,12.755,14.6744
CANDIDATE,1,0,Transit,K2,9.321691,17.325,1,5089.0,0.678,0.787,4.712,166.2565337,4.1450789,,20.5561,,20.2478
CANDIDATE,1,0,Transit,K2,6.662,1.59,0,,0.483,,,168.9116543,4.1931655,242.573,16.153,12.128,15.4615
CONFIRMED,1,3,Transit,K2,2.71578,1.03,0,,,0.67,,175.0972238,4.5574311,334.967,14.668,12.087,14.3234
CONFIRMED,1,1,Transit,K2,2.0478,0.90819,0,4520.0,0.655,0.727,4.659,173.9385102,4.6164303,,14.974,12.149,
CANDIDATE,1,0,Transit,K2,,35.0,0,,1.266,,,168.0081427,4.9320303,302.743,11.85,10.12,11.5585
FALSE POSITIVE,1,0,Transit,K2,27.27048734,,0,5990.87,2.564,1.1,3.66162,168.5427766,4.9881156,499.583,11.505,9.802,11.1348
FALSE POSITIVE,1,0,Transit,K2,27.242808,93.0,0,,2.54,,,168.5427766,4.9881156,499.583,11.505,9.802,11.1348
FALSE POSITIVE,1,0,Transit,K2,27.24273,31.73,0,6166.0,0.92,,,168.5427766,4.9881156,499.583,11.505,9.802,11.1348
FALSE POSITIVE,1,0,Transit,K2,27.242912,18.8,0,5547.0,0.9,,,168.5427766,4.9881156,499.583,11.505,9.802,11.1348
CANDIDATE,1,0,Transit,K2,1.395336,0.76,0,,0.28,,,170.6976906,5.0951726,87.9605,15.55,10.854,14.4385
CANDIDATE,1,0,Transit,K2,1.39533316,,0,3433.0,0.424658,0.419014,4.80422,170.6976906,5.0951726,87.9605,15.55,10.854,14.4385
CANDIDATE,1,0,Transit,K2,1.3951513,0.879,0,3390.0,0.32,,,170.6976906,5.0951726,87.9605,15.55,10.854,14.4385
CANDIDATE,1,0,Transit,K2,15.3791,1.89,0,,0.336,,,174.031648,5.2521219,232.354,16.68,12.713,15.8642
CANDIDATE,1,0,Transit,K2,33.5107,2.14,0,5683.0,0.896,,4.5,175.6541539,5.8942286,212.292,11.68,9.933,11.7105
CANDIDATE,1,0,Transit,K2,33.51569,3.83,0,5552.0,0.71,,,175.6541539,5.8942286,212.292,11.68,9.933,11.7105
CANDIDATE,1,0,Transit,K2,33.5116,2.89,0,,0.875,,,175.6541539,5.8942286,212.292,11.68,9.933,11.7105
CANDIDATE,1,0,Transit,K2,33.513607,2.47313225,0,5628.0,0.857642,,4.57,175.6541539,5.8942286,212.292,11.68,9.933,11.7105
CANDIDATE,1,0,Transit,K2,33.515399,2.03,0,4222.0,0.65,,,175.6541539,5.8942286,212.292,11.68,9.933,11.7105
CONFIRMED,1,2,Transit,K2,3.96151,1.0,0,,,0.611,,169.483654,5.988289,257.443,14.705,11.664,14.2575
CONFIRMED,1,2,Transit,K2,3.96165,1.48,0,,0.634,,,169.483654,5.988289,257.443,14.705,11.664,14.2575
CANDIDATE,1,0,Transit,K2,6.97251,2.01,0,,0.6252,,,168.5709572,6.0608498,239.506,14.331,11.524,14.0326
CONFIRMED,1,1,Transit,K2,4.1698,1.04,0,5053.0,0.628461,0.802,4.595,175.206752,6.1348146,436.488,14.983,12.454,14.5885
CONFIRMED,1,1,Transit,K2,4.16959,1.1,0,,,0.802,,175.206752,6.1348146,436.488,14.983,12.454,14.5885
CONFIRMED,1,1,Transit,K2,4.16888,1.41,0,,0.628,,,175.206752,6.1348146,436.488,14.983,12.454,14.5885
CANDIDATE,1,1,Transit,K2,12.3389,2.11,0,,0.628,,,175.206752,6.1348146,436.488,14.983,12.454,14.5885
CANDIDATE,1,1,Transit,K2,12.339133,2.59,0,4751.0,0.73,,,175.206752,6.1348146,436.488,14.983,12.454,14.5885
CANDIDATE,1,0,Transit,K2,2.89465,1.75,0,,0.702,,,176.8902497,6.2407166,270.109,15.24,11.734,14.5976
CANDIDATE,1,0,Transit,K2,3.83794,1.51,0,,0.809,,,177.987935,6.4404496,155.4257,14.18,10.417,13.4874
CANDIDATE,1,0,Transit,K2,5.24086,1.46,0,,0.809,,,177.987935,6.4404496,155.4257,14.18,10.417,13.4874
CANDIDATE,1,0,Transit,K2,2790.0,12.2,0,5100.0,0.93,,,170.9969231,7.1649482,409.502,11.568,9.89,11.5629
CANDIDATE,1,0,Transit,K2,8.91058,2.8,0,,1.028,,,176.6671476,7.2433545,489.318,13.425,11.871,13.3406
CANDIDATE,1,0,Transit,K2,28.2692,3.35,0,5631.0,1.29,,4.2,174.1067018,7.7529977,399.976,13.171,11.364,12.9033
CANDIDATE,1,0,Transit,K2,28.270642,2.79,0,5545.0,0.9,,,174.1067018,7.7529977,399.976,13.171,11.364,12.9033
CANDIDATE,1,0,Transit,K2,28.2671,2.94,0,,1.028,,,174.1067018,7.7529977,399.976,13.171,11.364,12.9033
CANDIDATE,1,0,Transit,K2,28.271761,2.7100633,0,5548.0,0.933556,,4.42,174.1067018,7.7529977,399.976,13.171,11.364,12.9033
CANDIDATE,1,0,Transit,K2,28.2717,,0,5564.0,1.02594,0.98,4.40705,174.1067018,7.7529977,399.976,13.171,11.364,12.9033
CANDIDATE,1,0,Transit,K2,4.73172,1.7,0,,1.028,,,174.1067018,7.7529977,399.976,13.171,11.364,12.9033
CANDIDATE,1,0,Transit,K2,0.782022,1.58,0,,0.94,,,174.9206066,7.8258194,442.991,13.809,11.87,13.6711
CANDIDATE,1,0,Transit,K2,0.78214992,1.29,0,5144.0,0.79,,,174.9206066,7.8258194,442.991,13.809,11.87,13.6711
CANDIDATE,1,0,Transit,K2,15.4769,2.89,0,,0.66,,,171.3995685,7.8719192,357.007,15.217,12.255,14.929
CANDIDATE,1,0,Transit,K2,6.4498648,2.63,0,5395.0,0.85,,,170.9338271,7.9170687,365.788,13.302,11.482,13.0886
CANDIDATE,1,0,Transit,K2,6.45027,2.29,0,,0.894,,,170.9338271,7.9170687,365.788,13.302,11.482,13.0886
FALSE POSITIVE,1,0,Transit,K2,1.19478,1.65,0,3671.0,0.235,,5.053,170.8931433,7.9346019,303.404,18.19,13.124,16.6373
FALSE POSITIVE,1,0,Transit,K2,,,0,4786.0,0.7,,,174.6569397,7.9595633,2140.25,13.36,10.798,13.0277
FALSE POSITIVE,1,0,Transit,K2,1.5771832,33.4,0,8210.0,1.94,,,99.184275,21.651567,273.796,8.718,8.422,
FALSE POSITIVE,1,0,Transit,K2,1.57753,26.0,0,7747.0,1.93,,4.08,99.184275,21.651567,273.796,8.718,8.422,
CANDIDATE,1,0,Transit,K2,3.262038,,0,10318.0,5.27397,,,92.5910909,23.7941563,2085.72,11.528,10.828,11.3231
CANDIDATE,1,0,Transit,K2,4.4654,45.0,0,,2.3,,,95.8635012,14.5471107,917.554,11.4765,11.046,11.4234
CANDIDATE,1,0,Transit,K2,21.140574,31.5,0,6205.0,1.29,,,91.5042033,22.891765,1800.02,12.325,11.148,12.305
CANDIDATE,1,0,Transit,K2,5.74372,,0,,,,,94.535356,24.8339752,6091.77,12.428,11.792,12.4653
CANDIDATE,1,0,Transit,K2,3.2923818,19.6,0,7824.0,1.87,,,95.2474442,26.1253891,4958.48,14.856,14.341,14.7765
CANDIDATE,1,0,Transit,K2,6.90487,53.0,0,6599.0,1.45,,4.241,104.266253,18.62682,2183.17,14.573,13.578,
CANDIDATE,1,0,Transit,K2,6.905053,,0,,,,,104.266253,18.62682,2183.17,14.573,13.578,
CANDIDATE,1,0,Transit,K2,6.9055211,33.6,0,6722.0,1.89,,,104.266253,18.62682,2183.17,14.573,13.578,
CANDIDATE,1,0,Transit,K2,1.696374,35.3,0,,1.793,,,103.3613273,16.8331077,2257.74,14.449,13.635,14.4233
CANDIDATE,1,0,Transit,K2,3.046136,76.0,0,,1.698,,,95.1830838,24.9042603,264.567,11.548,9.259,10.8766
