disposition,num_stars,num_planets,discover_method,disc_facility,orbital_period,planet_radius,st_spectype,stellar_temp,stellar_radius,stellar_mass,stellar_surface_gravity,right_ascension,declination,system_distance,sy_vmag,sy_kmag,sy_gaiamag
CONFIRMED,1,1,Transit,K2,7.12471,1.244,0,,0.857,,,204.7792935,-6.0417592,182.983,11.491,9.994,11.5907
CONFIRMED,1,1,Transit,K2,7.125,,0,5425.98,0.894218,0.945,4.51061,204.7792935,-6.0417592,182.983,11.491,9.994,11.5907
CONFIRMED,1,1,Transit,K2,7.122297,1.0,0,,0.76,,,204.7792935,-6.0417592,182.983,11.491,9.994,11.5907
CONFIRMED,1,1,Transit,K2,2.260435,2.3,0,3292.75,0.279867,0.201355,,335.6233145,-7.9563525,62.9969,16.526,10.746,14.6799
CONFIRMED,1,1,Transit,K2,2.260455,2.32,1,3214.0,0.288,0.257,4.93,335.6233145,-7.9563525,62.9969,16.526,10.746,14.6799
CONFIRMED,1,1,Transit,K2,2.2604455,2.56,0,3214.0,0.288,0.257,4.93,335.6233145,-7.9563525,62.9969,16.526,10.746,14.6799
CONFIRMED,1,1,Transit,K2,2.2604439,1.6,0,2997.0,0.18,,,335.6233145,-7.9563525,62.9969,16.526,10.746,14.6799
CONFIRMED,1,1,Transit,K2,2.260404,1.52,0,,0.184,,,335.6233145,-7.9563525,62.9969,16.526,10.746,14.6799
CONFIRMED,1,1,Transit,K2,2.260438,2.45,1,3290.0,0.28,0.201,4.93,335.6233145,-7.9563525,62.9969,16.526,10.746,14.6799
CONFIRMED,1,1,Transit,K2,2.260265487,2.72623736,0,3236.0,0.341024,,4.88,335.6233145,-7.9563525,62.9969,16.526,10.746,14.6799
CONFIRMED,1,1,Transit,K2,19.89526,7.5,0,5500.0,1.28,1.03,4.21,291.5953596,-22.2477071,391.537,12.524,10.765,12.3604
CONFIRMED,1,1,Transit,K2,19.895202,7.67,0,5742.0,1.28,1.11,4.26,291.5953596,-22.2477071,391.537,12.524,10.765,12.3604
CONFIRMED,1,1,Transit,K2,19.894641,5.55493874,0,5767.0,1.06414,,4.47,291.5953596,-22.2477071,391.537,12.524,10.765,12.3604
CONFIRMED,1,1,Transit,K2,19.895,7.46,0,5741.0,1.279,1.17,4.14,291.5953596,-22.2477071,391.537,12.524,10.765,12.3604
CONFIRMED,1,1,Transit,K2,19.895268,8.5,0,,1.45,,,291.5953596,-22.2477071,391.537,12.524,10.765,12.3604
CONFIRMED,1,1,Transit,K2,19.89531,8.01,0,,1.367,,,291.5953596,-22.2477071,391.537,12.524,10.765,12.3604
CONFIRMED,1,1,Transit,K2,8.687708,8.1,0,,0.75,,,16.2274724,7.2692169,458.139,15.048,12.523,14.7677
CONFIRMED,1,1,Transit,K2,8.687812,7.36,0,,0.664,,,16.2274724,7.2692169,458.139,15.048,12.523,14.7677
CONFIRMED,1,1,Transit,K2,8.687721,8.18,0,4812.0,0.76,0.82,4.59,16.2274724,7.2692169,458.139,15.048,12.523,14.7677
CONFIRMED,1,2,Transit,K2,4.169746,2.7,0,,0.93,,,13.4321524,7.9952914,496.289,14.21,12.002,13.8183
CONFIRMED,1,2,Transit,K2,4.169836,2.82,0,5523.0,0.94,0.95,4.47,13.4321524,7.9952914,496.289,14.21,12.002,13.8183
CONFIRMED,1,2,Transit,K2,4.17032,3.19,0,,1.013,,,13.4321524,7.9952914,496.289,14.21,12.002,13.8183
CONFIRMED,1,2,Transit,K2,4.169783,2.5,0,5499.0,1.0,,4.5,13.4321524,7.9952914,496.289,14.21,12.002,13.8183
CONFIRMED,1,1,Transit,K2,1.921111,3.23,0,,0.709,,,13.1943679,9.6929181,402.915,14.364,11.983,14.1316
CONFIRMED,1,1,Transit,K2,1.921036,3.52,0,5060.0,0.82,0.89,4.56,13.1943679,9.6929181,402.915,14.364,11.983,14.1316
CONFIRMED,1,1,Transit,K2,1.921076,3.8,0,,0.86,,,13.1943679,9.6929181,402.915,14.364,11.983,14.1316
CONFIRMED,1,1,Transit,K2,4.795069,2.78,0,4140.0,0.607,0.63,4.67,79.1407971,20.2549034,107.272,13.265,10.058,12.8598
CONFIRMED,1,1,Transit,K2,4.7948599,,0,4140.0,0.607,0.63,4.67,79.1407971,20.2549034,107.272,13.265,10.058,12.8598
CONFIRMED,1,1,Transit,K2,4.7948642,3.3985,0,4072.0,0.65,,4.62,79.1407971,20.2549034,107.272,13.265,10.058,12.8598
CONFIRMED,1,4,Transit,K2,3.471745,2.59,1,4975.0,0.787,0.83,4.4,349.3843458,1.3001522,154.961,12.075,9.971,11.804
CONFIRMED,1,4,Transit,K2,3.4715644,2.65245,0,5144.5,0.77,,4.6,349.3843458,1.3001522,154.961,12.075,9.971,11.804
CONFIRMED,1,4,Transit,K2,7.1385672,3.60516,0,5144.5,0.77,,4.6,349.3843458,1.3001522,154.961,12.075,9.971,11.804
CONFIRMED,1,4,Transit,K2,7.138048,3.53,1,4975.0,0.787,0.83,4.4,349.3843458,1.3001522,154.961,12.075,9.971,11.804
CONFIRMED,1,4,Transit,K2,10.45582,2.48,1,4975.0,0.787,0.83,4.4,349.3843458,1.3001522,154.961,12.075,9.971,11.804
CONFIRMED,1,4,Transit,K2,14.76289,1.95,1,4975.0,0.787,0.83,4.4,349.3843458,1.3001522,154.961,12.075,9.971,11.804
CONFIRMED,1,1,Transit,K2,27.359,2.1,1,3926.0,0.62,0.64,4.7,233.3698192,-16.7737113,76.1486,12.881,9.317,12.1652
CONFIRMED,1,1,Transit,K2,14.893291,9.494023,0,5695.0,1.07,1.056,4.398,233.0743401,-22.3583447,158.335,11.41,9.188,11.067
CONFIRMED,1,1,Transit,K2,14.89329,9.33708092,0,5695.0,1.07,1.06,4.398,233.0743401,-22.3583447,158.335,11.41,9.188,11.067
CONFIRMED,2,1,Transit,K2,31.3888,1.25,0,,0.312,,,55.4442857,18.2684913,65.6138,,,14.5451
CONFIRMED,2,1,Transit,K2,31.393463,1.9,1,3341.0,0.32,0.33,4.96,55.4442857,18.2684913,65.6138,,,14.5451
CONFIRMED,1,1,Transit,K2,13.15628,3.2,0,3809.0,0.38,,4.89,246.6429443,-15.7925384,274.3,14.81,10.641,13.7943
CONFIRMED,1,1,Transit,K2,13.15727,10.83,0,,1.24,,,246.6429443,-15.7925384,274.3,14.81,10.641,13.7943
CONFIRMED,1,1,Transit,K2,13.156974,5.19,0,3816.0,0.54,,,246.6429443,-15.7925384,274.3,14.81,10.641,13.7943
CONFIRMED,1,1,Transit,K2,13.156969,9.1,0,5529.0,1.025,0.953,4.393,246.6429443,-15.7925384,274.3,14.81,10.641,13.7943
CONFIRMED,2,1,Transit,K2,3.258824,12.05607716,0,5392.0,0.857501,0.923184,4.59,62.670422,24.4016558,178.475,12.532,10.062,12.2008
CONFIRMED,2,1,Transit,K2,3.2589263,11.209,1,5222.0,0.748,0.864,4.626,62.670422,24.4016558,178.475,12.532,10.062,12.2008
CONFIRMED,2,1,Transit,K2,3.25883406,,1,5358.0,0.86,0.94,4.54,62.670422,24.4016558,178.475,12.532,10.062,12.2008
CONFIRMED,2,1,Transit,K2,3.258831642,12.87148683,0,5387.06,0.817114,,4.58431,62.670422,24.4016558,178.475,12.532,10.062,12.2008
CONFIRMED,2,1,Transit,K2,3.2591993,,0,5387.06,0.817114,0.935,4.58431,62.670422,24.4016558,178.475,12.532,10.062,12.2008
CONFIRMED,2,1,Transit,K2,3.2588315,,1,5358.0,0.86,0.94,4.54,62.670422,24.4016558,178.475,12.532,10.062,12.2008
CONFIRMED,2,1,Transit,K2,3.2588321,13.33871,1,5358.0,0.86,0.94,4.54,62.670422,24.4016558,178.475,12.532,10.062,12.2008
CONFIRMED,2,1,Transit,K2,3.258813,11.38,0,,0.807,,,62.670422,24.4016558,178.475,12.532,10.062,12.2008
CONFIRMED,2,1,Transit,K2,3.258768,11.42,0,5323.0,0.85,0.94,4.55,62.670422,24.4016558,178.475,12.532,10.062,12.2008
CONFIRMED,3,2,Transit,K2,,,0,,,,,234.8578846,-20.1988975,272.909,11.114,9.42,10.8204
CONFIRMED,3,2,Transit,K2,9.21165,3.06,0,6302.0,1.511,1.194,4.23,234.8578846,-20.1988975,272.909,11.114,9.42,10.8204
CONFIRMED,3,2,Transit,K2,48.36685,11.276254,0,6302.0,1.511,1.194,4.23,234.8578846,-20.1988975,272.909,11.114,9.42,10.8204
CONFIRMED,3,2,Transit,K2,,,0,,,,,234.8578846,-20.1988975,272.909,11.114,9.42,10.8204
CONFIRMED,1,1,Transit,K2,2.225177,1.589,0,5520.0,0.899,0.934,4.5,76.44594,21.548199,90.0562,10.014,8.353,9.86639
CONFIRMED,1,1,Transit,K2,2.2251639,1.50436,0,5509.0,0.92,,4.5,76.44594,21.548199,90.0562,10.014,8.353,9.86639
CONFIRMED,1,1,Transit,K2,2.225,1.582,0,5520.0,0.904,0.926,4.5,76.44594,21.548199,90.0562,10.014,8.353,9.86639
CONFIRMED,1,1,Transit,K2,2.225177,1.589,0,5520.0,0.934,0.934,4.5,76.44594,21.548199,90.0562,10.014,8.353,9.86639
CONFIRMED,1,1,Transit,K2,16.9841,2.63,1,5725.0,1.09,1.0,4.33,205.3758786,-9.9460704,114.293,9.885,8.407,9.75597
CONFIRMED,1,1,Transit,K2,13.1225,2.45,0,5532.0,0.947,0.958,4.52,351.6064952,-6.0279068,392.251,13.44,11.544,13.1611
CONFIRMED,1,1,Transit,K2,2.50387,1.66,0,5612.0,1.2,0.987,4.2,352.0516724,-7.6037856,373.078,12.649,10.859,12.37
CONFIRMED,1,1,Transit,K2,4.0248883,9.56,0,,0.665,,,19.6101417,6.8167277,232.801,13.8941,,13.5184
CONFIRMED,1,1,Transit,K2,4.02488968,,1,4444.0,0.7,0.74,4.63,19.6101417,6.8167277,232.801,13.8941,,13.5184
CONFIRMED,1,1,Transit,K2,4.024881,10.3,0,,0.73,,,19.6101417,6.8167277,232.801,13.8941,,13.5184
CONFIRMED,1,1,Transit,K2,4.0248735,11.6786,0,4492.0,0.75,,4.52,19.6101417,6.8167277,232.801,13.8941,,13.5184
CONFIRMED,1,1,Transit,K2,4.024867,10.054473,1,4444.0,0.7,0.74,4.63,19.6101417,6.8167277,232.801,13.8941,,13.5184
CONFIRMED,1,3,Transit,K2,10.054544,2.08,1,,0.561,,,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,10.05460031,2.11286662,0,3920.0,0.550856,,4.6932,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,10.05429,2.078,0,,0.553,0.612,4.734,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,10.05448,1.98,0,3951.0,0.52,0.53,,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,10.05449,2.18,1,3896.0,0.56,0.6,4.72,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,10.05467,1.45,0,,0.371,,,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,10.054626,2.14,0,3896.0,0.561,0.601,4.734,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,10.05403,2.14,1,3896.0,0.561,0.601,,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,10.054374,2.4,0,3927.0,0.58,,,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,10.054626,,1,3896.0,0.561,0.601,4.734,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,10.054626,2.25,0,3835.0,0.6,0.62,,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,10.05403,2.14,0,3896.0,0.561,0.601,4.72,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,10.0546535,2.078,1,3844.0,0.546,0.549,4.704,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,10.05443,1.44,0,3841.0,0.371,0.414,4.906,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,10.05454,2.29,0,3835.0,0.6,0.62,4.66,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,10.05176778,,0,3920.0,0.550856,0.546024,4.6932,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,24.6435,1.18,0,3841.0,0.371,0.414,4.906,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,24.64671,1.18,0,,0.371,,,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,24.646729,1.582,1,3844.0,0.546,0.549,4.704,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,24.646582,1.69,0,3835.0,0.6,0.62,,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,24.64638,1.77,0,3835.0,0.6,0.62,4.66,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,24.646582,,1,3896.0,0.561,0.601,4.734,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,24.646582,1.72,0,3896.0,0.561,0.601,4.734,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,24.6454,1.72,0,3896.0,0.561,0.601,4.72,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,24.6454,1.72,1,3896.0,0.561,0.601,,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,24.64638,1.69,1,,0.561,,,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,24.64745,1.56,0,3951.0,0.52,0.53,,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,24.645013,1.9,0,3927.0,0.58,,,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,24.6491,1.644,0,,0.553,0.612,4.734,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,24.64354,1.85,1,3896.0,0.56,0.6,4.72,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,44.55603,1.458,1,3844.0,0.546,0.549,4.704,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,44.56115,1.7,0,3927.0,0.58,,,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,44.55612,,0,3920.0,0.550856,0.546024,4.6932,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,44.55765,1.61,1,,0.561,,,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,44.5574,1.11,0,,0.371,,,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,44.556456,1.62,0,3835.0,0.6,0.62,,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,44.5631,1.52,0,3896.0,0.561,0.601,4.72,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,44.55646,,1,3896.0,0.561,0.601,4.734,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,44.556456,1.52,0,3896.0,0.561,0.601,4.734,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,44.55983,1.51,1,3896.0,0.56,0.6,4.72,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,44.5631,1.52,1,3896.0,0.561,0.601,,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,44.5609,0.96,0,3841.0,0.371,0.414,4.906,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,44.5705,1.53,0,,0.553,0.612,4.734,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,3,Transit,K2,44.55764,1.65,0,3835.0,0.6,0.62,4.66,172.3353708,-1.4551364,44.0727,12.168,8.561,11.4785
CONFIRMED,1,1,Transit,K2,4.09847804,,1,5425.0,0.844,0.9,4.54,52.3420548,22.2993491,333.042,13.547,11.088,13.2056
CONFIRMED,1,1,Transit,K2,4.098506,12.3,0,5567.0,0.92,0.93,4.48,52.3420548,22.2993491,333.042,13.547,11.088,13.2056
CONFIRMED,1,1,Transit,K2,4.098474093,14.83669218,0,5198.0,1.06395,,4.33,52.3420548,22.2993491,333.042,13.547,11.088,13.2056
CONFIRMED,1,1,Transit,K2,4.098492,12.65164357,0,5574.0,0.909346,0.969658,4.53,52.3420548,22.2993491,333.042,13.547,11.088,13.2056
CONFIRMED,1,1,Transit,K2,4.09803132,,0,5198.0,1.06395,0.883,4.33019,52.3420548,22.2993491,333.042,13.547,11.088,13.2056
CONFIRMED,1,1,Transit,K2,4.09849,11.982421,1,5575.0,0.839,0.917,4.6,52.3420548,22.2993491,333.042,13.547,11.088,13.2056
CONFIRMED,1,1,Transit,K2,4.098507,13.405964,1,5581.0,0.941,0.984,4.484,52.3420548,22.2993491,333.042,13.547,11.088,13.2056
CONFIRMED,1,1,Transit,K2,4.0984897,13.14,0,,0.921,,,52.3420548,22.2993491,333.042,13.547,11.088,13.2056
CONFIRMED,1,1,Transit,K2,4.0984791,,1,5425.0,0.844,0.9,4.54,52.3420548,22.2993491,333.042,13.547,11.088,13.2056
CONFIRMED,1,1,Transit,K2,4.098503,11.646151,1,5425.0,0.844,0.9,4.54,52.3420548,22.2993491,333.042,13.547,11.088,13.2056
CONFIRMED,1,1,Transit,K2,3.386317136,,0,5780.0,,,4.438,78.3391194,16.4141986,1314.53,15.072,13.206,14.8949
CONFIRMED,1,1,Transit,K2,3.38628,9.916,0,6100.0,1.24,1.09,3.94,78.3391194,16.4141986,1314.53,15.072,13.206,14.8949
CONFIRMED,2,1,Transit,K2,1.25785,,0,5412.0,0.986,1.0,4.44,245.4405531,-23.548273,110.527,10.802,8.866,10.5371
CONFIRMED,2,1,Transit,K2,1.2578542,34.0,0,5465.0,0.9,0.97,4.523,245.4405531,-23.548273,110.527,10.802,8.866,10.5371
CONFIRMED,2,1,Transit,K2,1.25785,11.88154,1,5280.0,0.78,0.91,4.6,245.4405531,-23.548273,110.527,10.802,8.866,10.5371
CONFIRMED,2,1,Transit,K2,1.25784906,46.0,0,5340.0,1.138,0.92,4.45,245.4405531,-23.548273,110.527,10.802,8.866,10.5371
CONFIRMED,2,1,Transit,K2,1.2578332,,0,5340.0,1.02904,0.922,4.37794,245.4405531,-23.548273,110.527,10.802,8.866,10.5371
CONFIRMED,2,1,Transit,K2,1.25784887,,1,5280.0,0.78,0.91,4.6,245.4405531,-23.548273,110.527,10.802,8.866,10.5371
CONFIRMED,2,1,Transit,K2,1.2578493,7.0,0,5251.0,0.81,,,245.4405531,-23.548273,110.527,10.802,8.866,10.5371
CONFIRMED,2,1,Transit,K2,1.257813005,12.57069193,0,5340.0,1.02904,,4.37794,245.4405531,-23.548273,110.527,10.802,8.866,10.5371
CONFIRMED,1,1,Transit,K2,3.1443189,0.95,1,3300.0,0.196,0.174,5.094,228.0210932,-20.1081634,56.9686,17.67,11.838,15.6791
CONFIRMED,1,2,Transit,K2,1.133,1.33,0,3436.0,0.379,0.408,4.891,233.6247336,-23.2594663,112.486,17.14,11.911,15.514
CONFIRMED,1,2,Transit,K2,5.26,1.83,0,3436.0,0.379,0.408,4.891,233.6247336,-23.2594663,112.486,17.14,11.911,15.514
CONFIRMED,1,1,Transit,K2,6.22,2.93,0,3387.0,0.379,0.403,4.885,228.6188638,-21.0227209,176.291,17.74,12.99,16.6387
CONFIRMED,1,1,Transit,K2,7.01,1.66,0,3851.0,0.552,0.561,4.701,232.4461375,-17.557463,147.866,15.8,11.152,14.3967
CONFIRMED,1,1,Transit,K2,26.68,2.79,0,5440.0,0.898,0.954,4.512,166.8010058,3.0399357,209.071,12.213,10.223,11.9397
CONFIRMED,2,4,Transit,K2,8.99002105,,0,5274.0,0.851795,0.904,4.53357,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,8.9919156,4.79,0,4686.0,0.72,,,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,8.991942,5.17103245,0,5415.0,0.839164,0.915819,4.73,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,8.99218,5.38,0,5315.0,0.87,0.87,4.43,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,8.99213,5.62,0,5428.0,0.92,0.88,4.449,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,8.991828,4.96,0,,0.845,0.856,,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,8.992,5.299,0,5271.0,0.86,0.83,4.49,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,17.97586029,4.78034841,0,5274.0,0.851795,,4.53357,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,8.992018,4.92,0,,0.757,,,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,8.99218,5.38,1,5315.0,0.87,0.87,4.43,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,8.99213,5.13,0,5275.0,0.845,0.856,4.49,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,8.99196,5.038,0,5274.0,0.855,0.84,4.49,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,20.65614,3.48,1,5315.0,0.87,0.87,4.43,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,20.66186,2.74,0,,0.845,0.856,,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,20.66093,3.01,0,5274.0,0.855,0.84,4.49,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,20.6602,3.32,0,5428.0,0.92,0.88,4.449,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,20.65614,3.48,0,5315.0,0.87,0.87,4.43,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,20.660987,2.88,0,4686.0,0.72,,,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,20.6602,3.01,0,5275.0,0.845,0.856,4.49,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,20.66093,3.134,0,5271.0,0.86,0.83,4.49,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,20.66178,2.73,0,,0.757,,,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,20.661623,3.11517954,0,5415.0,0.839164,0.915819,4.73,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,31.71701,3.484,0,5271.0,0.86,0.83,4.49,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,31.715868,3.13,0,4686.0,0.72,,,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,31.7154,3.77,0,5428.0,0.92,0.88,4.449,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,31.7236,3.14,0,,0.757,,,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,31.7142,3.27,0,,0.845,0.856,,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,31.71922,3.75,1,5315.0,0.87,0.87,4.43,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,31.7169,3.33,0,5274.0,0.855,0.84,4.49,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,31.7154,3.43,0,5275.0,0.845,0.856,4.49,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,31.71922,3.75,0,5315.0,0.87,0.87,4.43,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,31.715061,3.41411198,0,5415.0,0.839164,0.915819,4.73,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,4.34882,1.01,0,,0.845,0.856,,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,4.3491,2.2,0,,0.757,,,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,2,4,Transit,K2,4.34934,1.212,0,5271.0,0.86,0.83,4.49,252.426008,-19.5430504,157.682,12.304,9.821,12.0036
CONFIRMED,1,1,Transit,K2,1.995,2.62,0,3157.0,0.3,0.117,4.55,163.2519122,5.3064776,108.74,17.81,12.508,16.3554
CONFIRMED,1,1,Transit,K2,2.298,1.95,0,3855.0,0.583,0.599,4.683,156.4054989,2.5138829,77.6888,13.677,9.567,12.8241
CONFIRMED,1,1,Transit,K2,2.297991508,2.32710652,0,3650.0,0.590525,,4.66,156.4054989,2.5138829,77.6888,13.677,9.567,12.8241
CONFIRMED,1,1,Transit,K2,2.2979749,2.05124347,0,3750.0,0.595,0.578,4.65,156.4054989,2.5138829,77.6888,13.677,9.567,12.8241
CONFIRMED,1,1,Transit,K2,8.205,1.92,0,4141.0,0.602,0.63,4.677,156.6226981,4.7640203,123.415,13.963,10.413,13.3108
CONFIRMED,1,1,Transit,K2,24.93,2.1,0,3710.0,0.549,0.478,4.63,159.4209874,6.2858689,118.318,14.935,10.789,14.0693
CONFIRMED,1,1,Transit,K2,3.262,2.43,0,3752.0,0.505,0.517,4.743,157.6222171,6.8636732,136.667,15.223,11.237,14.5172
CONFIRMED,1,1,Transit,K2,6.93,2.2,0,3287.0,0.298,0.274,4.84,353.9169507,-7.6867213,111.638,17.77,12.352,16.137
CONFIRMED,1,1,Transit,K2,1.256,2.28,0,3924.0,0.688,0.507,4.462,351.612262,1.3375909,282.308,15.982,12.091,15.0082
CONFIRMED,1,1,Transit,K2,12.4551225,8.675766,0,5282.0,0.822,0.901,4.566,351.1353785,-5.1641451,233.237,12.697,10.668,12.4462
CONFIRMED,1,1,Transit,K2,12.45636917,8.7723254,0,5278.0,0.843307,,4.54274,351.1353785,-5.1641451,233.237,12.697,10.668,12.4462
CONFIRMED,1,1,Transit,K2,5.4252061,0.868,0,2890.0,0.16,,,242.5613635,-19.3193831,139.268,15.838,10.026,14.157
CONFIRMED,1,1,Transit,K2,5.42513,5.76,1,3410.0,1.1,0.31,3.84,242.5613635,-19.3193831,139.268,15.838,10.026,14.157
